bahan_id,tanggal,tipe,jumlah,stok_sebelum,stok_sesudah,referensi_po_spk,catatan,petugas
MG-2604-BH0024,2026-06-02 00:00:00,KELUAR_PRODUKSI,100.0,100.0,0.0,SO-MG260087,Warna: OFF WHITE | Style: AVIGNON LN#6 REG FIT,Import Excel 2026
MG-2604-BH0025,2026-05-14 00:00:00,KELUAR_PRODUKSI,89.0,0.0,-89.0,SO-MG260088,Warna: PUTIH | Style: ENTDECKEN#1 | 4 STYLE,Import Excel 2026
MG-2604-BH0025,2026-05-16 00:00:00,MASUK,130.0,-89.0,41.0,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0025,2026-05-23 00:00:00,KELUAR_PRODUKSI,41.0,41.0,0.0,SO-MG260115,Warna: PUTIH | Style: SOIL CRG PJ#1 | 5 STYLE,Import Excel 2026
MG-2604-BH0026,2026-05-16 00:00:00,MASUK,1118.0,0.0,1118.0,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0026,2026-05-20 00:00:00,KELUAR_PRODUKSI,559.0,1118.0,559.0,SO-MG260092,Warna: WHITE | Style: KMJ BASIC SAKU PUTIH (05),Import Excel 2026
MG-2604-BH0026,2026-05-20 00:00:00,KELUAR_PRODUKSI,559.0,559.0,0.0,SO-MG260093,Warna: WHITE | Style: KMJ BASIC TANPA SAKU PUTIH (05),Import Excel 2026
MG-2604-BH0027,2026-05-14 00:00:00,KELUAR_PRODUKSI,98.0,0.0,-98.0,SO-MG260090,Warna: MOCCA | Style: ENTDECKEN#3,Import Excel 2026
MG-2604-BH0027,2026-05-14 00:00:00,KELUAR_PRODUKSI,138.0,-98.0,-236.0,SO-MG260091,Warna: CREAM | Style: ENTDECKEN#4,Import Excel 2026
MG-2604-BH0027,2026-05-14 00:00:00,KELUAR_PRODUKSI,114.0,-236.0,-350.0,SO-MG260088,Warna: HITAM | Style: ENTDECKEN#1,Import Excel 2026
MG-2604-BH0027,2026-05-14 00:00:00,KELUAR_PRODUKSI,115.0,-350.0,-465.0,SO-MG260089,Warna: ARMY | Style: ENTDECKEN#2,Import Excel 2026
MG-2604-BH0027,2026-05-18 00:00:00,MASUK,98.0,-465.0,-367.0,-,Warna: MOCCA,Import Excel 2026
MG-2604-BH0027,2026-05-18 00:00:00,MASUK,138.0,-367.0,-229.0,-,Warna: CREAM,Import Excel 2026
MG-2604-BH0027,2026-05-18 00:00:00,MASUK,114.0,-229.0,-115.0,-,Warna: HITAM,Import Excel 2026
MG-2604-BH0027,2026-05-18 00:00:00,MASUK,115.0,-115.0,0.0,-,Warna: ARMY,Import Excel 2026
MG-2604-BH0028,2026-05-19 00:00:00,MASUK,471.0,0.0,471.0,-,Warna: KHAKY,Import Excel 2026
MG-2604-BH0028,2026-05-19 00:00:00,MASUK,512.0,471.0,983.0,-,Warna: ABU,Import Excel 2026
MG-2604-BH0028,2026-05-19 00:00:00,MASUK,512.0,983.0,1495.0,-,Warna: BEIGE,Import Excel 2026
MG-2604-BH0028,2026-05-19 00:00:00,MASUK,513.0,1495.0,2008.0,-,Warna: ARMY,Import Excel 2026
MG-2604-BH0028,2026-05-19 00:00:00,MASUK,620.0,2008.0,2628.0,-,Warna: BLACK,Import Excel 2026
MG-2604-BH0028,2026-05-26 00:00:00,KELUAR_PRODUKSI,332.0,2628.0,2296.0,SO-MG260112,Warna: BLACK | Style: CHINOS PANJANG REGULER,Import Excel 2026
MG-2604-BH0028,2026-05-26 00:00:00,KELUAR_PRODUKSI,330.0,2296.0,1966.0,SO-MG260113,Warna: BEIGE | Style: CHINOS PANJANG REGULER,Import Excel 2026
MG-2604-BH0028,2026-05-28 00:00:00,KELUAR_PRODUKSI,199.0,1966.0,1767.0,SO-MG260115,Warna: ARMY | Style: SOIL CRG PJ#1,Import Excel 2026
MG-2604-BH0028,2026-05-28 00:00:00,KELUAR_PRODUKSI,183.6,1767.0,1583.4,SO-MG260116,Warna: BLACK | Style: SOIL CRG PJ#2,Import Excel 2026
MG-2604-BH0028,2026-05-28 00:00:00,KELUAR_PRODUKSI,203.0,1583.4,1380.4,SO-MG260117,Warna: KHAKY | Style: SOIL CRG PJ#3,Import Excel 2026
MG-2604-BH0028,2026-05-28 00:00:00,KELUAR_PRODUKSI,182.0,1380.4,1198.4,SO-MG260118,Warna: BEIGE | Style: SOIL CRG PJ#4,Import Excel 2026
MG-2604-BH0028,2026-05-28 00:00:00,KELUAR_PRODUKSI,204.0,1198.4,994.4,SO-MG260119,Warna: ABU | Style: SOIL CRG PJ#5,Import Excel 2026
MG-2604-BH0028,2026-06-05 00:00:00,KELUAR_PRODUKSI,107.0,994.4,887.4,SO-MG260136,Warna: ARMY | Style: STAT CNS PDK#1 | SISA SEV ARMY,Import Excel 2026
MG-2604-BH0028,2026-06-05 00:00:00,KELUAR_PRODUKSI,104.4,887.4,783.0,SO-MG260137,Warna: BLACK | Style: STAT CNS PDK#2 | SISA SEV KHAKY,Import Excel 2026
MG-2604-BH0028,2026-06-05 00:00:00,KELUAR_PRODUKSI,108.1,783.0,674.9,SO-MG260138,Warna: KHAKY | Style: STAT CNS PDK#3 | SISA SEV ABU,Import Excel 2026
MG-2604-BH0028,2026-06-05 00:00:00,KELUAR_PRODUKSI,107.5,674.9,567.4,SO-MG260140,Warna: ABU | Style: STAT CNS PDK#5,Import Excel 2026
MG-2604-BH0028,2026-06-08 00:00:00,KELUAR_PRODUKSI,160.2,567.4,407.2,SO-MG260142,Warna: ARMY | Style: GRIT CRG PDK#1,Import Excel 2026
MG-2604-BH0028,2026-06-08 00:00:00,KELUAR_PRODUKSI,154.9,407.2,252.3,SO-MG260143,Warna: KHAKY | Style: GRIT CRG PDK#3,Import Excel 2026
MG-2604-BH0028,2026-06-08 00:00:00,KELUAR_PRODUKSI,158.7,252.3,93.6,SO-MG260144,Warna: ABU | Style: GRIT CRG PDK#5,Import Excel 2026
MG-2604-BH0029,2026-01-01 00:00:00,KELUAR_PRODUKSI,112.66,0.0,-112.66,-,Warna: PURIH | RETUR,Import Excel 2026
MG-2604-BH0029,2026-05-18 00:00:00,MASUK,112.66,-112.66,0.0,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0030,2026-05-20 00:00:00,MASUK,503.0,0.0,503.0,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0030,2026-05-22 00:00:00,KELUAR_PRODUKSI,100.0,503.0,403.0,SO-MG260113,Warna: PUTIH | Style: CHINOS PANJANG REGULER | 2 STYLE,Import Excel 2026
MG-2604-BH0030,2026-05-23 00:00:00,KELUAR_PRODUKSI,30.0,403.0,373.0,SO-MG260112,Warna: PUTIH | Style: CHINOS PANJANG REGULER | 2 STYLE,Import Excel 2026
MG-2604-BH0030,2026-05-23 00:00:00,KELUAR_PRODUKSI,100.0,373.0,273.0,SO-MG260115,Warna: PUTIH | Style: SOIL CRG PJ#1 | 5 STYLE,Import Excel 2026
MG-2604-BH0030,2026-05-28 00:00:00,KELUAR_PRODUKSI,92.0,273.0,181.0,SO-MG260102,Warna: PUTIH | Style: WIDE CARGO -1 | 4 STYLE,Import Excel 2026
MG-2604-BH0030,2026-05-30 00:00:00,KELUAR_PRODUKSI,52.0,181.0,129.0,SO-MG260121,Warna: PUTIH | Style: DENIMES 2.57 | 2 STYLE,Import Excel 2026
MG-2604-BH0030,2026-05-30 00:00:00,KELUAR_PRODUKSI,45.0,129.0,84.0,SO-MG260104,Warna: PUTIH | Style: WIDE CARGO -3 | 4 STYLE,Import Excel 2026
MG-2604-BH0030,2026-06-04 00:00:00,KELUAR_PRODUKSI,84.0,84.0,0.0,SO-MG260131,Warna: PUTIH | Style: UCAD CNS PJG #1 | 5 STYLE,Import Excel 2026
MG-2604-BH0031,2026-05-20 00:00:00,MASUK,3600.5,0.0,3600.5,-,Warna: DRAK GREY,Import Excel 2026
MG-2604-BH0032,2026-05-21 00:00:00,MASUK,109.0,0.0,109.0,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0032,2026-06-29 00:00:00,KELUAR_PRODUKSI,15.0,109.0,94.0,SO-MG260004,Warna: PUTIH | Style: WIND MILD BLACK,Import Excel 2026
MG-2604-BH0032,2026-08-22 00:00:00,KELUAR_PRODUKSI,66.0,94.0,28.0,SO-MG260006,Style: WIND MILD BLUE,Import Excel 2026
MG-2604-BH0033,2026-05-21 00:00:00,MASUK,100.0,0.0,100.0,-,Warna: OFFWHITE,Import Excel 2026
MG-2604-BH0033,2026-05-21 00:00:00,MASUK,100.0,100.0,200.0,-,Warna: BLACK,Import Excel 2026
MG-2604-BH0033,2026-05-21 00:00:00,MASUK,100.0,200.0,300.0,-,Warna: NAVY20,Import Excel 2026
MG-2604-BH0033,2026-06-04 00:00:00,KELUAR_PRODUKSI,100.0,300.0,200.0,SO-MG260128,Warna: BLACK | Style: HAVERN LN#4 HTM,Import Excel 2026
MG-2604-BH0033,2026-06-04 00:00:00,KELUAR_PRODUKSI,100.0,200.0,100.0,SO-MG260129,Warna: NAVY | Style: HAVERN LN#5 NVY,Import Excel 2026
MG-2604-BH0033,2026-06-04 00:00:00,KELUAR_PRODUKSI,100.0,100.0,0.0,SO-MG260130,Warna: PUTIH | Style: HAVERN LN#6 PTH,Import Excel 2026
MG-2604-BH0034,2026-05-21 00:00:00,MASUK,927.0,0.0,927.0,-,Warna: BLUE,Import Excel 2026
MG-2604-BH0034,2026-05-30 00:00:00,KELUAR_PRODUKSI,312.0,927.0,615.0,SO-MG260029,Warna: BLACK | Style: DENIM  BLACK WHISKER,Import Excel 2026
MG-2604-BH0034,2026-06-10 00:00:00,KELUAR_PRODUKSI,205.0,615.0,410.0,SO-MG260145,Warna: HITAM | Style: DENIMES 1.459,Import Excel 2026
MG-2604-BH0034,2026-06-10 00:00:00,KELUAR_PRODUKSI,187.0,410.0,223.0,SO-MG260146,Warna: HITAM | Style: DENIMES 1.460,Import Excel 2026
MG-2604-BH0034,2026-06-10 00:00:00,KELUAR_PRODUKSI,187.0,223.0,36.0,SO-MG260147,Warna: HITAM | Style: DENIMES 1.461,Import Excel 2026
MG-2604-BH0034,2026-07-18 00:00:00,KELUAR_PRODUKSI,36.0,36.0,0.0,SO-MG260243,Warna: BLUE | Style: DENIMES 1.462,Import Excel 2026
MG-2604-BH0035,2026-05-22 00:00:00,MASUK,238.7,0.0,238.7,-,Warna: HITAM,Import Excel 2026
MG-2604-BH0035,2026-05-22 00:00:00,MASUK,226.4,238.7,465.1,-,Warna: ABU TUA,Import Excel 2026
MG-2604-BH0035,2026-06-08 00:00:00,KELUAR_PRODUKSI,238.7,465.1,226.4,SO-MG260108,"Warna: HITAM | Style: DECOTTON 1,650",Import Excel 2026
MG-2604-BH0035,2026-06-08 00:00:00,KELUAR_PRODUKSI,226.4,226.4,0.0,SO-MG260109,"Warna: ABU | Style: DECOTTON 1,651",Import Excel 2026
MG-2604-BH0036,2026-05-22 00:00:00,MASUK,105.0,0.0,105.0,-,Warna: MOCA,Import Excel 2026
MG-2604-BH0036,2026-05-22 00:00:00,MASUK,113.0,105.0,218.0,-,Warna: ABU TUA,Import Excel 2026
MG-2604-BH0036,2026-05-22 00:00:00,MASUK,151.0,218.0,369.0,-,Warna: BLACK,Import Excel 2026
MG-2604-BH0036,2026-05-22 00:00:00,MASUK,149.0,369.0,518.0,-,Warna: KHAKY,Import Excel 2026
MG-2604-BH0036,2026-05-22 00:00:00,MASUK,144.0,518.0,662.0,-,Warna: ABU MUDA,Import Excel 2026
MG-2604-BH0036,2026-06-03 00:00:00,KELUAR_PRODUKSI,105.0,662.0,557.0,SO-MG260135,Warna: MOCA | Style: UCAD CNS PJG #5,Import Excel 2026
MG-2604-BH0036,2026-06-03 00:00:00,KELUAR_PRODUKSI,113.0,557.0,444.0,SO-MG260132,Warna: ABU TUA | Style: UCAD CNS PJG #2,Import Excel 2026
MG-2604-BH0036,2026-06-03 00:00:00,KELUAR_PRODUKSI,151.0,444.0,293.0,SO-MG260131,Warna: BLACK | Style: UCAD CNS PJG #1,Import Excel 2026
MG-2604-BH0036,2026-06-03 00:00:00,KELUAR_PRODUKSI,149.0,293.0,144.0,SO-MG260134,Warna: KHAKY | Style: UCAD CNS PJG #4,Import Excel 2026
MG-2604-BH0036,2026-06-03 00:00:00,KELUAR_PRODUKSI,144.0,144.0,0.0,SO-MG260133,Warna: ABU MUDA | Style: UCAD CNS PJG #3,Import Excel 2026
MG-2604-BH0037,2026-05-21 00:00:00,KELUAR_PRODUKSI,120.0,0.0,-120.0,SO-MG260106,Warna: MAROON | Style: GIGGLEWS OVERALL MR,Import Excel 2026
MG-2604-BH0037,2026-05-21 00:00:00,KELUAR_PRODUKSI,117.0,-120.0,-237.0,SO-MG260107,Warna: NMUSTRAD | Style: GIGGLEWS OVERALL MS,Import Excel 2026
MG-2604-BH0037,2026-05-22 00:00:00,MASUK,120.0,-237.0,-117.0,-,Warna: MAROON,Import Excel 2026
MG-2604-BH0037,2026-05-22 00:00:00,MASUK,117.0,-117.0,0.0,-,Warna: MUSTRAD,Import Excel 2026
MG-2604-BH0038,2026-05-25 00:00:00,MASUK,207.0,0.0,207.0,-,Warna: BLACK,Import Excel 2026
MG-2604-BH0038,2026-05-30 00:00:00,KELUAR_PRODUKSI,207.0,207.0,0.0,SO-MG260120,Warna: BLACK | Style: DENIMES 2.55,Import Excel 2026
MG-2604-BH0039,2026-05-25 00:00:00,MASUK,205.0,0.0,205.0,-,Warna: BLUE,Import Excel 2026
MG-2604-BH0039,2026-05-30 00:00:00,KELUAR_PRODUKSI,205.0,205.0,0.0,SO-MG260121,Warna: BLUE | Style: DENIMES 2.57,Import Excel 2026
MG-2604-BH0040,2026-05-25 00:00:00,MASUK,414.0,0.0,414.0,-,Warna: BLUE,Import Excel 2026
MG-2604-BH0040,2026-05-30 00:00:00,KELUAR_PRODUKSI,278.0,414.0,136.0,SO-MG260028,Warna: BLUE | Style: DENIM  BLUE WHISKER,Import Excel 2026
MG-2604-BH0040,2026-07-18 00:00:00,KELUAR_PRODUKSI,136.0,136.0,0.0,SO-MG260244,Warna: BLUE | Style: DENIMES 1.465,Import Excel 2026
MG-2604-BH0041,2026-05-25 00:00:00,MASUK,300.0,0.0,300.0,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0041,2026-06-04 00:00:00,KELUAR_PRODUKSI,25.0,300.0,275.0,SO-MG260131,Warna: PUTIH | Style: UCAD CNS PJG #1 | 5 STYLE,Import Excel 2026
MG-2604-BH0041,2026-06-08 00:00:00,KELUAR_PRODUKSI,41.0,275.0,234.0,SO-MG260136,Warna: PUTIH | Style: STAT CNS PDK#1 | 4 STYLE,Import Excel 2026
MG-2604-BH0041,2026-06-10 00:00:00,KELUAR_PRODUKSI,88.0,234.0,146.0,SO-MG260142,Warna: PUTIH | Style: GRIT CRG PDK#1 | 3 STYLE,Import Excel 2026
MG-2604-BH0041,2026-06-10 00:00:00,KELUAR_PRODUKSI,146.0,146.0,0.0,-,Warna: PUTIH | 9 STYLE WRNG DNM,Import Excel 2026
MG-2604-BH0042,2026-05-25 00:00:00,MASUK,200.0,0.0,200.0,-,Warna: BLACK,Import Excel 2026
MG-2604-BH0042,2026-05-28 00:00:00,KELUAR_PRODUKSI,79.0,200.0,121.0,SO-MG260108,"Warna: HITAM | Style: DECOTTON 1,650 | 2 STYLE",Import Excel 2026
MG-2604-BH0042,2026-06-12 00:00:00,KELUAR_PRODUKSI,42.5,121.0,78.5,SO-MG260148,Warna: HITAM | Style: ROFT#1 | 2 STYLE,Import Excel 2026
MG-2604-BH0042,2026-06-19 00:00:00,KELUAR_PRODUKSI,79.0,78.5,-0.5,SO-MG260159,Warna: HITAM | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0043,2026-05-28 00:00:00,MASUK,1314.0,0.0,1314.0,-,Warna: BLACK,Import Excel 2026
MG-2604-BH0043,2026-06-22 00:00:00,KELUAR_PRODUKSI,1264.0,1314.0,50.0,SO-MG260141,Warna: HITAM | Style: LINIE MEN SHIRT,Import Excel 2026
MG-2604-BH0044,2026-05-28 00:00:00,MASUK,1093.13,0.0,1093.13,-,Warna: DRAK GREY | 15.75,Import Excel 2026
MG-2604-BH0045,2026-05-28 00:00:00,MASUK,1548.49,0.0,1548.49,-,Warna: DRAK OLIVE | 8.25,Import Excel 2026
MG-2604-BH0046,2026-05-28 00:00:00,MASUK,498.3,0.0,498.3,-,Warna: DRAK GREY | 16 YARD BEDA BAHAN,Import Excel 2026
MG-2604-BH0047,2026-05-28 00:00:00,MASUK,498.67,0.0,498.67,-,Warna: OLIVE,Import Excel 2026
MG-2604-BH0048,2026-05-28 00:00:00,MASUK,395.84,0.0,395.84,-,Warna: PUTIH | 4 ROLL TANPA YARD,Import Excel 2026
MG-2604-BH0049,2026-06-02 00:00:00,MASUK,1399.61,0.0,1399.61,-,Warna: KHAKY,Import Excel 2026
MG-2604-BH0050,2026-06-08 00:00:00,MASUK,124.45,0.0,124.45,-,Warna: DK.OLIVE,Import Excel 2026
MG-2604-BH0050,2026-06-15 00:00:00,KELUAR_PRODUKSI,124.45,124.45,0.0,SO-MG260102,Warna: DK.OLIVE | Style: WIDE CARGO -1,Import Excel 2026
MG-2604-BH0051,2026-06-09 00:00:00,MASUK,72.0,0.0,72.0,-,Warna: NAVY,Import Excel 2026
MG-2604-BH0051,2026-06-09 00:00:00,MASUK,80.0,72.0,152.0,-,Warna: BLUE,Import Excel 2026
MG-2604-BH0051,2026-06-13 00:00:00,KELUAR_PRODUKSI,72.0,152.0,80.0,SO-MG260150,Warna: NAVY | Style: GIGGLEWS OVERALL #1 NAVY,Import Excel 2026
MG-2604-BH0051,2026-06-13 00:00:00,KELUAR_PRODUKSI,80.0,80.0,0.0,SO-MG260151,Warna: BLUE | Style: GIGGLEWS OVERALL#2 BLUE,Import Excel 2026
MG-2604-BH0052,2026-06-11 00:00:00,MASUK,96.0,0.0,96.0,-,Warna: COKLAT,Import Excel 2026
MG-2604-BH0052,2026-06-11 00:00:00,MASUK,99.0,96.0,195.0,-,Warna: ABU,Import Excel 2026
MG-2604-BH0052,2026-06-12 00:00:00,KELUAR_PRODUKSI,96.0,195.0,99.0,SO-MG260148,Warna: COKLAT | Style: ROFT#1,Import Excel 2026
MG-2604-BH0052,2026-06-12 00:00:00,KELUAR_PRODUKSI,99.0,99.0,0.0,SO-MG260149,Warna: ABU | Style: ROFT#2,Import Excel 2026
MG-2604-BH0053,2026-06-11 00:00:00,MASUK,118.0,0.0,118.0,-,Warna: OLIVE,Import Excel 2026
MG-2604-BH0053,2026-06-11 00:00:00,MASUK,101.0,118.0,219.0,-,Warna: ABU,Import Excel 2026
MG-2604-BH0053,2026-06-11 00:00:00,MASUK,128.0,219.0,347.0,-,Warna: CREAM,Import Excel 2026
MG-2604-BH0053,2026-06-11 00:00:00,MASUK,132.0,347.0,479.0,-,Warna: BROKE WHITE,Import Excel 2026
MG-2604-BH0053,2026-07-01 00:00:00,KELUAR_PRODUKSI,101.0,479.0,378.0,SO-MG260185,Warna: ABU TUA | Style: RAFT#1  CREAM,Import Excel 2026
MG-2604-BH0053,2026-07-01 00:00:00,KELUAR_PRODUKSI,118.0,378.0,260.0,SO-MG260186,Warna: OLIVE | Style: RAFT#1  OLIVE,Import Excel 2026
MG-2604-BH0053,2026-07-01 00:00:00,KELUAR_PRODUKSI,128.0,260.0,132.0,SO-MG260187,Warna: KHAKY | Style: RAFT#2 KHAKY,Import Excel 2026
MG-2604-BH0053,2026-07-01 00:00:00,KELUAR_PRODUKSI,132.0,132.0,0.0,SO-MG260188,Warna: CREAM | Style: RAFT#2 ABU TUA,Import Excel 2026
MG-2604-BH0054,2026-06-15 00:00:00,MASUK,1471.0,0.0,1471.0,-,Warna: BLACK,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,91.0,1471.0,1380.0,SO-MG260160,Warna: HITAM | Style: BOARDSHORT PANTS,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,92.0,1380.0,1288.0,SO-MG260160,Warna: HITAM | Style: BOARDSHORT PANTS,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,136.0,1288.0,1152.0,SO-MG260160,Warna: HITAM | Style: BOARDSHORT PANTS,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,67.0,1152.0,1085.0,SO-MG260160,Warna: HITAM | Style: BOARDSHORT PANTS,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,69.0,1085.0,1016.0,SO-MG260160,Warna: HITAM | Style: BOARDSHORT PANTS,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,79.0,1016.0,937.0,SO-MG260158,Warna: HITAM | Style: SEMI PARKA,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,70.0,937.0,867.0,SO-MG260158,Warna: HITAM | Style: SEMI PARKA,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,148.0,867.0,719.0,SO-MG260158,Warna: HITAM | Style: SEMI PARKA,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,77.0,719.0,642.0,SO-MG260158,Warna: HITAM | Style: SEMI PARKA,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,73.0,642.0,569.0,SO-MG260158,Warna: HITAM | Style: SEMI PARKA,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,78.0,569.0,491.0,SO-MG260158,Warna: HITAM | Style: SEMI PARKA,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,93.0,491.0,398.0,SO-MG260159,Warna: HITAM | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,81.0,398.0,317.0,SO-MG260159,Warna: HITAM | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,88.0,317.0,229.0,SO-MG260159,Warna: HITAM | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,80.0,229.0,149.0,SO-MG260159,Warna: HITAM | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,78.0,149.0,71.0,SO-MG260159,Warna: HITAM | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0054,2026-06-19 00:00:00,KELUAR_PRODUKSI,71.0,71.0,0.0,SO-MG260159,Warna: HITAM | Style: TRACKTOP JACKET,Import Excel 2026
MG-2604-BH0055,2026-06-03 00:00:00,MASUK,573.0,0.0,573.0,-,Warna: KHAKY,Import Excel 2026
MG-2604-BH0056,2026-06-08 00:00:00,MASUK,1649.44,0.0,1649.44,-,Warna: KHAKY,Import Excel 2026
MG-2604-BH0057,2026-06-10 00:00:00,MASUK,2110.66,0.0,2110.66,-,Warna: OLIVE,Import Excel 2026
MG-2604-BH0058,2026-06-15 00:00:00,MASUK,1575.0,0.0,1575.0,-,Warna: OLIVE,Import Excel 2026
MG-2604-BH0059,2026-06-15 00:00:00,MASUK,399.99,0.0,399.99,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0059,2026-06-15 00:00:00,MASUK,145.0,399.99,544.99,-,Warna: PTH,Import Excel 2026
MG-2604-BH0059,2026-06-29 00:00:00,KELUAR_PRODUKSI,400.0,544.99,144.99,SO-MG260004,Warna: PUTIH | Style: WIND MILD BLACK,Import Excel 2026
MG-2604-BH0059,2026-07-22 00:00:00,KELUAR_PRODUKSI,129.0,144.99,15.99,SO-MG260184,Warna: PUTIH | Style: BERTOLT MEN PANTS FABRIC,Import Excel 2026
MG-2604-BH0059,2026-07-31 00:00:00,KELUAR_PRODUKSI,16.0,15.99,-0.01,SO-MG260184,Warna: PUTIH | Style: BERTOLT MEN PANTS FABRIC,Import Excel 2026
MG-2604-BH0060,2026-06-15 00:00:00,MASUK,248.0,0.0,248.0,-,Warna: BLACK,Import Excel 2026
MG-2604-BH0060,2026-06-15 00:00:00,MASUK,246.0,248.0,494.0,-,Warna: NAVY,Import Excel 2026
MG-2604-BH0060,2026-06-15 00:00:00,MASUK,250.0,494.0,744.0,-,Warna: ARMY,Import Excel 2026
MG-2604-BH0060,2026-06-15 00:00:00,MASUK,232.0,744.0,976.0,-,Warna: BROWN,Import Excel 2026
MG-2604-BH0060,2026-06-15 00:00:00,MASUK,236.0,976.0,1212.0,-,Warna: WHITE,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,121.0,1212.0,1091.0,SO-MG260162,Warna: BLACK | Style: MERIDIAN FL#1,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,122.0,1091.0,969.0,SO-MG260163,Warna: NAVY | Style: MERIDIAN FL#2,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,125.0,969.0,844.0,SO-MG260164,Warna: ARMY | Style: MERIDIAN FL#3,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,116.0,844.0,728.0,SO-MG260165,Warna: BROWN | Style: MERIDIAN FL#4,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,118.0,728.0,610.0,SO-MG260166,Warna: WHITE | Style: MERIDIAN FL#5,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,127.0,610.0,483.0,SO-MG260167,Warna: BLACK | Style: SEMPITERNAL FL#1,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,124.0,483.0,359.0,SO-MG260168,Warna: NAVY | Style: SEMPITERNAL FL#2,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,125.0,359.0,234.0,SO-MG260169,Warna: ARMY | Style: SEMPITERNAL FL#3,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,116.0,234.0,118.0,SO-MG260170,Warna: BROWN | Style: SEMPITERNAL FL#4,Import Excel 2026
MG-2604-BH0060,2026-06-16 00:00:00,KELUAR_PRODUKSI,118.0,118.0,0.0,SO-MG260171,Warna: WHITE | Style: SEMPITERNAL FL#5,Import Excel 2026
MG-2604-BH0061,2026-06-15 00:00:00,MASUK,100.0,0.0,100.0,-,Warna: PUTIH,Import Excel 2026
MG-2604-BH0061,2026-06-19 00:00:00,KELUAR_PRODUKSI,16.0,100.0,84.0,SO-MG260102,Warna: WHITE | Style: WIDE CARGO -1,Import Excel 2026
MG-2604-BH0061,2026-06-19 00:00:00,KELUAR_PRODUKSI,8.0,84.0,76.0,SO-MG26100621,Warna: WHITE | Style: ATASAN RESMI PEREMPUAN SD | 3 STYLE 25 YARD,Import Excel 2026
MG-2604-BH0061,2026-06-29 00:00:00,KELUAR_PRODUKSI,76.0,76.0,0.0,SO-MG260185,Warna: PUTIH | Style: RAFT#1  CREAM,Import Excel 2026
MG-2604-BH0062,2026-06-18 00:00:00,MASUK,1144.74,0.0,1144.74,-,Warna: OLIVE,Import Excel 2026
MG-2604-BH0063,2026-06-18 00:00:00,MASUK,1776.92,0.0,1776.92,-,Warna: WHEAT,Import Excel 2026
MG-2604-BH0064,2026-06-18 00:00:00,MASUK,1163.0,0.0,1163.0,-,Warna: KOTAK,Import Excel 2026
