item_code,receipt_date,roll_number,qty_received,unit,contract_type,inspection_status,_REKONSILIASI
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-003,141.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-004,80.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-005,77.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-006,75.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-007,149.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-008,165.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-009,85.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-010,56.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-011,70.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-012,62.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-013,69.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0068,2026-07-01,IMP-2026-MG-2604-BH0068-014,54.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0069,2026-07-02,IMP-2026-MG-2604-BH0069-001,14.1,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0069,2026-07-02,IMP-2026-MG-2604-BH0069-002,8.1,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0070,2026-07-02,IMP-2026-MG-2604-BH0070-001,2300.65,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0071,2026-07-03,IMP-2026-MG-2604-BH0071-001,223.7,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0071,2026-07-03,IMP-2026-MG-2604-BH0071-002,803.54,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0072,2026-07-03,IMP-2026-MG-2604-BH0072-001,300.8,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0072,2026-07-03,IMP-2026-MG-2604-BH0072-002,95.83,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0072,2026-07-03,IMP-2026-MG-2604-BH0072-003,601.75,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0073,2026-07-02,IMP-2026-MG-2604-BH0073-001,100.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0074,2026-07-02,IMP-2026-MG-2604-BH0074-001,100.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0075,2026-07-08,IMP-2026-MG-2604-BH0075-001,366.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0075,2026-07-08,IMP-2026-MG-2604-BH0075-002,785.99,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0075,2026-07-08,IMP-2026-MG-2604-BH0075-003,570.1,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0075,2026-07-08,IMP-2026-MG-2604-BH0075-004,1079.93,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0076,2026-07-08,IMP-2026-MG-2604-BH0076-001,1317.5,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0076,2026-07-08,IMP-2026-MG-2604-BH0076-002,1116.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0076,2026-07-08,IMP-2026-MG-2604-BH0076-003,438.98,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0076,2026-07-08,IMP-2026-MG-2604-BH0076-004,305.58,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0077,2026-07-08,IMP-2026-MG-2604-BH0077-001,1248.66,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0077,2026-07-08,IMP-2026-MG-2604-BH0077-002,1008.75,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0077,2026-07-08,IMP-2026-MG-2604-BH0077-003,906.87,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0078,2026-07-08,IMP-2026-MG-2604-BH0078-001,116.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0078,2026-07-08,IMP-2026-MG-2604-BH0078-002,1948.06,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0078,2026-07-08,IMP-2026-MG-2604-BH0078-003,174.71,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0078,2026-07-08,IMP-2026-MG-2604-BH0078-004,1309.39,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0079,2026-07-07,IMP-2026-MG-2604-BH0079-001,4398.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0080,2026-07-07,IMP-2026-MG-2604-BH0080-001,1667.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0081,2026-07-07,IMP-2026-MG-2604-BH0081-001,1999.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0082,2026-07-07,IMP-2026-MG-2604-BH0082-001,1404.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0069,2026-07-02,IMP-2026-MG-2604-BH0069-003,13.2,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0083,2026-07-04,IMP-2026-MG-2604-BH0083-001,630.0,YARD,CMT,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0084,2026-07-08,IMP-2026-MG-2604-BH0084-001,50.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0085,2026-07-09,IMP-2026-MG-2604-BH0085-001,667.54,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0086,2026-07-09,IMP-2026-MG-2604-BH0086-001,2251.54,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0087,2026-07-09,IMP-2026-MG-2604-BH0087-001,42.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0088,2026-07-14,IMP-2026-MG-2604-BH0088-001,1680.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0110,2026-07-22,IMP-2026-MG-2604-BH0110-001,437.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0059,2026-06-15,IMP-2026-MG-2604-BH0059-002,145.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0109,2026-07-18,IMP-2026-MG-2604-BH0109-001,1697.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0108,2026-07-18,IMP-2026-MG-2604-BH0108-001,400.84,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0107,2026-07-17,IMP-2026-MG-2604-BH0107-001,134.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0106,2026-07-17,IMP-2026-MG-2604-BH0106-001,270.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0104,2026-07-08,IMP-2026-MG-2604-BH0104-001,432.0,YARD,CMT,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0105,2026-07-08,IMP-2026-MG-2604-BH0105-001,1093.0,YARD,CMT,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0089,2026-07-28,IMP-2026-MG-2604-BH0089-001,400.0,YARD,CMT,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0090,2026-07-25,IMP-2026-MG-2604-BH0090-001,69.75,KG,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0090,2026-07-25,IMP-2026-MG-2604-BH0090-002,69.35,KG,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0091,2026-07-30,IMP-2026-MG-2604-BH0091-001,1873.64,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0092,2026-07-30,IMP-2026-MG-2604-BH0092-001,101.66,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0093,2026-08-01,IMP-2026-MG-2604-BH0093-001,941.1,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0094,2026-08-01,IMP-2026-MG-2604-BH0094-001,2047.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0095,2026-08-03,IMP-2026-MG-2604-BH0095-001,162.6,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0096,2026-08-05,IMP-2026-MG-2604-BH0096-001,232.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0097,2026-08-05,IMP-2026-MG-2604-BH0097-001,1000.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0098,2026-08-05,IMP-2026-MG-2604-BH0098-001,693.0,YARD,CASH,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0099,2026-08-08,IMP-2026-MG-2604-BH0099-001,855.0,YARD,CASH,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0100,2026-08-11,IMP-2026-MG-2604-BH0100-001,500.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0101,2026-08-11,IMP-2026-MG-2604-BH0101-001,1243.0,YARD,CMT,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0102,2026-08-11,IMP-2026-MG-2604-BH0102-001,945.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0072,2026-07-03,IMP-2026-MG-2604-BH0072-004,1070.84,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0085,2026-07-09,IMP-2026-MG-2604-BH0085-002,1546.09,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0111,2026-08-13,IMP-2026-MG-2604-BH0111-001,1621.5,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0112,2026-08-13,IMP-2026-MG-2604-BH0112-001,349.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0113,2026-08-13,IMP-2026-MG-2604-BH0113-001,110.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0103,2026-08-13,IMP-2026-MG-2604-BH0103-001,52.15,YARD,CASH,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0114,2026-08-18,IMP-2026-MG-2604-BH0114-001,1599.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0115,2026-08-18,IMP-2026-MG-2604-BH0115-001,1156.5,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0116,2026-08-18,IMP-2026-MG-2604-BH0116-001,1100.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0117,2026-08-18,IMP-2026-MG-2604-BH0117-001,321.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0118,2026-08-13,IMP-2026-MG-2604-BH0118-001,838.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0119,2026-08-18,IMP-2026-MG-2604-BH0119-001,136.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0120,2026-08-18,IMP-2026-MG-2604-BH0120-001,356.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0121,2026-08-26,IMP-2026-MG-2604-BH0121-001,1035.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0122,2026-08-27,IMP-2026-MG-2604-BH0122-001,1671.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0123,2026-08-27,IMP-2026-MG-2604-BH0123-001,193.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
MG-2604-BH0124,2026-08-27,IMP-2026-MG-2604-BH0124-001,2005.0,YARD,FOB,PASSED,OK - baris IMP-2026 di prod = Excel bersih
